base_player(84): __init__ [INFO] (Day 0): middle primary Planner initialized with params
one_player(79): simulate [INFO] (Day 1): True state: S, believes himself to be 100% healthy, and has a net utility of 1.20, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 165): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 9.73%, work risk = 0.848%, home risk = 0.065%)
one_player(79): simulate [INFO] (Day 166): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 9.41%, work risk = 0.819%, home risk = 0.063%)
one_player(79): simulate [INFO] (Day 167): True state: S, believes himself to be 94% healthy, and has a net utility of 76.70, (percentage infected = 9.09%, work risk = 0.792%, home risk = 0.061%)
one_player(79): simulate [INFO] (Day 168): True state: S, believes himself to be 89% healthy, and has a net utility of 76.70, (percentage infected = 8.78%, work risk = 0.765%, home risk = 0.059%)
one_player(79): simulate [INFO] (Day 169): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 8.48%, work risk = 0.738%, home risk = 0.057%)
one_player(79): simulate [INFO] (Day 170): True state: S, believes himself to be 97% healthy, and has a net utility of 76.70, (percentage infected = 8.19%, work risk = 0.713%, home risk = 0.055%)
one_player(79): simulate [INFO] (Day 171): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 7.90%, work risk = 0.688%, home risk = 0.053%)
one_player(79): simulate [INFO] (Day 172): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 7.62%, work risk = 0.664%, home risk = 0.051%)
one_player(79): simulate [INFO] (Day 173): True state: S, believes himself to be 93% healthy, and has a net utility of 76.70, (percentage infected = 7.36%, work risk = 0.641%, home risk = 0.049%)
one_player(79): simulate [INFO] (Day 174): True state: S, believes himself to be 95% healthy, and has a net utility of 76.70, (percentage infected = 7.10%, work risk = 0.618%, home risk = 0.048%)
one_player(79): simulate [INFO] (Day 175): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 6.84%, work risk = 0.596%, home risk = 0.046%)
one_player(79): simulate [INFO] (Day 176): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 6.60%, work risk = 0.575%, home risk = 0.044%)
one_player(79): simulate [INFO] (Day 177): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 6.36%, work risk = 0.554%, home risk = 0.043%)
one_player(79): simulate [INFO] (Day 178): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 6.13%, work risk = 0.534%, home risk = 0.041%)
one_player(79): simulate [INFO] (Day 179): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 5.91%, work risk = 0.515%, home risk = 0.040%)
one_player(79): simulate [INFO] (Day 180): True state: S, believes himself to be 96% healthy, and has a net utility of 76.70, (percentage infected = 5.69%, work risk = 0.496%, home risk = 0.038%)
one_player(79): simulate [INFO] (Day 181): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 5.49%, work risk = 0.478%, home risk = 0.037%)
one_player(79): simulate [INFO] (Day 182): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 5.28%, work risk = 0.460%, home risk = 0.035%)
one_player(79): simulate [INFO] (Day 183): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 5.09%, work risk = 0.443%, home risk = 0.034%)
one_player(79): simulate [INFO] (Day 184): True state: S, believes himself to be 97% healthy, and has a net utility of 76.70, (percentage infected = 4.90%, work risk = 0.427%, home risk = 0.033%)
one_player(79): simulate [INFO] (Day 185): True state: S, believes himself to be 94% healthy, and has a net utility of 76.70, (percentage infected = 4.72%, work risk = 0.411%, home risk = 0.032%)
one_player(79): simulate [INFO] (Day 186): True state: S, believes himself to be 90% healthy, and has a net utility of 76.70, (percentage infected = 4.54%, work risk = 0.396%, home risk = 0.030%)
one_player(79): simulate [INFO] (Day 187): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 4.37%, work risk = 0.381%, home risk = 0.029%)
one_player(79): simulate [INFO] (Day 188): True state: S, believes himself to be 93% healthy, and has a net utility of 76.70, (percentage infected = 4.21%, work risk = 0.367%, home risk = 0.028%)
one_player(79): simulate [INFO] (Day 189): True state: S, believes himself to be 96% healthy, and has a net utility of 76.70, (percentage infected = 4.05%, work risk = 0.353%, home risk = 0.027%)
one_player(79): simulate [INFO] (Day 190): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 3.90%, work risk = 0.340%, home risk = 0.026%)
one_player(79): simulate [INFO] (Day 191): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 3.75%, work risk = 0.327%, home risk = 0.025%)
one_player(79): simulate [INFO] (Day 192): True state: S, believes himself to be 99% healthy, and has a net utility of 76.70, (percentage infected = 3.61%, work risk = 0.314%, home risk = 0.024%)
one_player(79): simulate [INFO] (Day 193): True state: S, believes himself to be 88% healthy, and has a net utility of 76.70, (percentage infected = 3.47%, work risk = 0.303%, home risk = 0.023%)
one_player(79): simulate [INFO] (Day 194): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 3.34%, work risk = 0.291%, home risk = 0.022%)
one_player(79): simulate [INFO] (Day 195): True state: S, believes himself to be 94% healthy, and has a net utility of 76.70, (percentage infected = 3.21%, work risk = 0.280%, home risk = 0.022%)
one_player(79): simulate [INFO] (Day 196): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 3.09%, work risk = 0.269%, home risk = 0.021%)
one_player(79): simulate [INFO] (Day 197): True state: S, believes himself to be 98% healthy, and has a net utility of 76.70, (percentage infected = 2.97%, work risk = 0.259%, home risk = 0.020%)
one_player(79): simulate [INFO] (Day 198): True state: S, believes himself to be 91% healthy, and has a net utility of 76.70, (percentage infected = 2.86%, work risk = 0.249%, home risk = 0.019%)
one_player(79): simulate [INFO] (Day 199): True state: S, believes himself to be 96% healthy, and has a net utility of 76.70, (percentage infected = 2.75%, work risk = 0.239%, home risk = 0.018%)
one_player(79): simulate [INFO] (Day 200): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 2.64%, work risk = 0.230%, home risk = 0.018%)
one_player(79): simulate [INFO] (Day 201): True state: S, believes himself to be 87% healthy, and has a net utility of 76.70, (percentage infected = 2.54%, work risk = 0.221%, home risk = 0.017%)
one_player(79): simulate [INFO] (Day 202): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 2.44%, work risk = 0.213%, home risk = 0.016%)
one_player(79): simulate [INFO] (Day 203): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 2.35%, work risk = 0.205%, home risk = 0.016%)
one_player(79): simulate [INFO] (Day 204): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 2.26%, work risk = 0.197%, home risk = 0.015%)
one_player(79): simulate [INFO] (Day 205): True state: S, believes himself to be 93% healthy, and has a net utility of 76.70, (percentage infected = 2.17%, work risk = 0.189%, home risk = 0.015%)
one_player(79): simulate [INFO] (Day 206): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 2.09%, work risk = 0.182%, home risk = 0.014%)
one_player(79): simulate [INFO] (Day 207): True state: S, believes himself to be 90% healthy, and has a net utility of 76.70, (percentage infected = 2.01%, work risk = 0.175%, home risk = 0.013%)
one_player(79): simulate [INFO] (Day 208): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 1.93%, work risk = 0.168%, home risk = 0.013%)
one_player(79): simulate [INFO] (Day 209): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 1.85%, work risk = 0.161%, home risk = 0.012%)
one_player(79): simulate [INFO] (Day 210): True state: S, believes himself to be 100% healthy, and has a net utility of 76.70, (percentage infected = 1.78%, work risk = 0.155%, home risk = 0.012%)
one_player(79): simulate [INFO] (Day 211): True state: S, believes himself to be 100% healthy, and has a net utility of 77.90, (percentage infected = 1.71%, work risk = 0.149%, home risk = 0.011%)
one_player(79): simulate [INFO] (Day 212): True state: S, believes himself to be 100% healthy, and has a net utility of 77.90, (percentage infected = 1.65%, work risk = 0.143%, home risk = 0.011%)
one_player(79): simulate [INFO] (Day 213): True state: S, believes himself to be 100% healthy, and has a net utility of 79.10, (percentage infected = 1.58%, work risk = 0.138%, home risk = 0.011%)
one_player(79): simulate [INFO] (Day 214): True state: S, believes himself to be 97% healthy, and has a net utility of 80.30, (percentage infected = 1.52%, work risk = 0.132%, home risk = 0.010%)
one_player(79): simulate [INFO] (Day 215): True state: S, believes himself to be 100% healthy, and has a net utility of 81.44, (percentage infected = 1.46%, work risk = 0.127%, home risk = 0.010%)
one_player(79): simulate [INFO] (Day 216): True state: S, believes himself to be 100% healthy, and has a net utility of 82.64, (percentage infected = 1.40%, work risk = 0.122%, home risk = 0.009%)
one_player(79): simulate [INFO] (Day 217): True state: S, believes himself to be 100% healthy, and has a net utility of 83.84, (percentage infected = 1.35%, work risk = 0.117%, home risk = 0.009%)
one_player(79): simulate [INFO] (Day 218): True state: S, believes himself to be 89% healthy, and has a net utility of 85.04, (percentage infected = 1.29%, work risk = 0.113%, home risk = 0.009%)
one_player(79): simulate [INFO] (Day 219): True state: S, believes himself to be 100% healthy, and has a net utility of 86.00, (percentage infected = 1.24%, work risk = 0.108%, home risk = 0.008%)
one_player(79): simulate [INFO] (Day 220): True state: S, believes himself to be 92% healthy, and has a net utility of 87.20, (percentage infected = 1.20%, work risk = 0.104%, home risk = 0.008%)
one_player(79): simulate [INFO] (Day 221): True state: S, believes himself to be 88% healthy, and has a net utility of 88.22, (percentage infected = 1.15%, work risk = 0.100%, home risk = 0.008%)
one_player(79): simulate [INFO] (Day 222): True state: S, believes himself to be 89% healthy, and has a net utility of 89.16, (percentage infected = 1.10%, work risk = 0.096%, home risk = 0.007%)
one_player(79): simulate [INFO] (Day 223): True state: S, believes himself to be 96% healthy, and has a net utility of 90.11, (percentage infected = 1.06%, work risk = 0.092%, home risk = 0.007%)
one_player(79): simulate [INFO] (Day 224): True state: S, believes himself to be 100% healthy, and has a net utility of 91.24, (percentage infected = 1.02%, work risk = 0.089%, home risk = 0.007%)
one_player(79): simulate [INFO] (Day 225): True state: S, believes himself to be 100% healthy, and has a net utility of 92.44, (percentage infected = 0.98%, work risk = 0.085%, home risk = 0.007%)
one_player(79): simulate [INFO] (Day 226): True state: S, believes himself to be 100% healthy, and has a net utility of 93.64, (percentage infected = 0.94%, work risk = 0.082%, home risk = 0.006%)
one_player(79): simulate [INFO] (Day 227): True state: S, believes himself to be 100% healthy, and has a net utility of 94.84, (percentage infected = 0.90%, work risk = 0.079%, home risk = 0.006%)
one_player(79): simulate [INFO] (Day 228): True state: S, believes himself to be 88% healthy, and has a net utility of 96.04, (percentage infected = 0.87%, work risk = 0.075%, home risk = 0.006%)
one_player(79): simulate [INFO] (Day 229): True state: S, believes himself to be 100% healthy, and has a net utility of 96.98, (percentage infected = 0.83%, work risk = 0.072%, home risk = 0.006%)
one_player(79): simulate [INFO] (Day 230): True state: S, believes himself to be 92% healthy, and has a net utility of 98.18, (percentage infected = 0.80%, work risk = 0.070%, home risk = 0.005%)
one_player(79): simulate [INFO] (Day 231): True state: S, believes himself to be 100% healthy, and has a net utility of 99.20, (percentage infected = 0.77%, work risk = 0.067%, home risk = 0.005%)
one_player(79): simulate [INFO] (Day 232): True state: S, believes himself to be 88% healthy, and has a net utility of 100.40, (percentage infected = 0.74%, work risk = 0.064%, home risk = 0.005%)
one_player(79): simulate [INFO] (Day 233): True state: S, believes himself to be 99% healthy, and has a net utility of 101.35, (percentage infected = 0.71%, work risk = 0.062%, home risk = 0.005%)
one_player(79): simulate [INFO] (Day 234): True state: S, believes himself to be 93% healthy, and has a net utility of 102.54, (percentage infected = 0.68%, work risk = 0.059%, home risk = 0.005%)
one_player(79): simulate [INFO] (Day 235): True state: S, believes himself to be 100% healthy, and has a net utility of 103.60, (percentage infected = 0.65%, work risk = 0.057%, home risk = 0.004%)
one_player(79): simulate [INFO] (Day 236): True state: S, believes himself to be 92% healthy, and has a net utility of 104.80, (percentage infected = 0.63%, work risk = 0.055%, home risk = 0.004%)
one_player(79): simulate [INFO] (Day 237): True state: S, believes himself to be 93% healthy, and has a net utility of 105.82, (percentage infected = 0.60%, work risk = 0.052%, home risk = 0.004%)
one_player(79): simulate [INFO] (Day 238): True state: S, believes himself to be 100% healthy, and has a net utility of 106.88, (percentage infected = 0.58%, work risk = 0.050%, home risk = 0.004%)
one_player(79): simulate [INFO] (Day 239): True state: S, believes himself to be 100% healthy, and has a net utility of 108.08, (percentage infected = 0.56%, work risk = 0.048%, home risk = 0.004%)
one_player(79): simulate [INFO] (Day 240): True state: S, believes himself to be 100% healthy, and has a net utility of 109.28, (percentage infected = 0.53%, work risk = 0.046%, home risk = 0.004%)
one_player(79): simulate [INFO] (Day 241): True state: S, believes himself to be 100% healthy, and has a net utility of 110.48, (percentage infected = 0.51%, work risk = 0.045%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 242): True state: S, believes himself to be 100% healthy, and has a net utility of 111.68, (percentage infected = 0.49%, work risk = 0.043%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 243): True state: S, believes himself to be 98% healthy, and has a net utility of 112.88, (percentage infected = 0.47%, work risk = 0.041%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 244): True state: S, believes himself to be 100% healthy, and has a net utility of 114.04, (percentage infected = 0.45%, work risk = 0.040%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 245): True state: S, believes himself to be 87% healthy, and has a net utility of 115.24, (percentage infected = 0.44%, work risk = 0.038%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 246): True state: S, believes himself to be 99% healthy, and has a net utility of 116.17, (percentage infected = 0.42%, work risk = 0.036%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 247): True state: S, believes himself to be 100% healthy, and has a net utility of 117.36, (percentage infected = 0.40%, work risk = 0.035%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 248): True state: S, believes himself to be 100% healthy, and has a net utility of 118.56, (percentage infected = 0.39%, work risk = 0.034%, home risk = 0.003%)
one_player(79): simulate [INFO] (Day 249): True state: S, believes himself to be 99% healthy, and has a net utility of 119.76, (percentage infected = 0.37%, work risk = 0.032%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 250): True state: S, believes himself to be 100% healthy, and has a net utility of 120.95, (percentage infected = 0.36%, work risk = 0.031%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 251): True state: S, believes himself to be 100% healthy, and has a net utility of 122.15, (percentage infected = 0.34%, work risk = 0.030%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 252): True state: S, believes himself to be 99% healthy, and has a net utility of 123.35, (percentage infected = 0.33%, work risk = 0.029%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 253): True state: S, believes himself to be 91% healthy, and has a net utility of 124.54, (percentage infected = 0.32%, work risk = 0.027%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 254): True state: S, believes himself to be 100% healthy, and has a net utility of 125.54, (percentage infected = 0.30%, work risk = 0.026%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 255): True state: S, believes himself to be 89% healthy, and has a net utility of 126.74, (percentage infected = 0.29%, work risk = 0.025%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 256): True state: S, believes himself to be 93% healthy, and has a net utility of 127.70, (percentage infected = 0.28%, work risk = 0.024%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 257): True state: S, believes himself to be 93% healthy, and has a net utility of 128.74, (percentage infected = 0.27%, work risk = 0.023%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 258): True state: S, believes himself to be 100% healthy, and has a net utility of 129.79, (percentage infected = 0.26%, work risk = 0.022%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 259): True state: S, believes himself to be 100% healthy, and has a net utility of 130.99, (percentage infected = 0.25%, work risk = 0.022%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 260): True state: S, believes himself to be 100% healthy, and has a net utility of 132.19, (percentage infected = 0.24%, work risk = 0.021%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 261): True state: S, believes himself to be 100% healthy, and has a net utility of 133.39, (percentage infected = 0.23%, work risk = 0.020%, home risk = 0.002%)
one_player(79): simulate [INFO] (Day 262): True state: S, believes himself to be 100% healthy, and has a net utility of 134.59, (percentage infected = 0.22%, work risk = 0.019%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 263): True state: S, believes himself to be 99% healthy, and has a net utility of 135.79, (percentage infected = 0.21%, work risk = 0.018%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 264): True state: S, believes himself to be 93% healthy, and has a net utility of 136.98, (percentage infected = 0.20%, work risk = 0.018%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 265): True state: S, believes himself to be 100% healthy, and has a net utility of 138.02, (percentage infected = 0.19%, work risk = 0.017%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 266): True state: S, believes himself to be 100% healthy, and has a net utility of 139.22, (percentage infected = 0.19%, work risk = 0.016%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 267): True state: S, believes himself to be 90% healthy, and has a net utility of 140.42, (percentage infected = 0.18%, work risk = 0.016%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 268): True state: S, believes himself to be 92% healthy, and has a net utility of 141.41, (percentage infected = 0.17%, work risk = 0.015%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 269): True state: S, believes himself to be 97% healthy, and has a net utility of 142.43, (percentage infected = 0.16%, work risk = 0.014%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 270): True state: S, believes himself to be 100% healthy, and has a net utility of 143.57, (percentage infected = 0.16%, work risk = 0.014%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 271): True state: S, believes himself to be 100% healthy, and has a net utility of 144.77, (percentage infected = 0.15%, work risk = 0.013%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 272): True state: S, believes himself to be 100% healthy, and has a net utility of 145.97, (percentage infected = 0.14%, work risk = 0.013%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 273): True state: S, believes himself to be 96% healthy, and has a net utility of 147.17, (percentage infected = 0.14%, work risk = 0.012%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 274): True state: S, believes himself to be 100% healthy, and has a net utility of 148.30, (percentage infected = 0.13%, work risk = 0.012%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 275): True state: S, believes himself to be 95% healthy, and has a net utility of 149.50, (percentage infected = 0.13%, work risk = 0.011%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 276): True state: S, believes himself to be 90% healthy, and has a net utility of 150.58, (percentage infected = 0.12%, work risk = 0.011%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 277): True state: S, believes himself to be 100% healthy, and has a net utility of 151.57, (percentage infected = 0.12%, work risk = 0.010%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 278): True state: S, believes himself to be 88% healthy, and has a net utility of 152.77, (percentage infected = 0.11%, work risk = 0.010%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 279): True state: S, believes himself to be 94% healthy, and has a net utility of 153.71, (percentage infected = 0.11%, work risk = 0.010%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 280): True state: S, believes himself to be 100% healthy, and has a net utility of 154.79, (percentage infected = 0.10%, work risk = 0.009%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 281): True state: S, believes himself to be 89% healthy, and has a net utility of 155.99, (percentage infected = 0.10%, work risk = 0.009%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 282): True state: S, believes himself to be 88% healthy, and has a net utility of 156.95, (percentage infected = 0.10%, work risk = 0.008%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 283): True state: S, believes himself to be 100% healthy, and has a net utility of 157.89, (percentage infected = 0.09%, work risk = 0.008%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 284): True state: S, believes himself to be 91% healthy, and has a net utility of 159.09, (percentage infected = 0.09%, work risk = 0.008%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 285): True state: S, believes himself to be 100% healthy, and has a net utility of 160.10, (percentage infected = 0.08%, work risk = 0.007%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 286): True state: S, believes himself to be 100% healthy, and has a net utility of 161.30, (percentage infected = 0.08%, work risk = 0.007%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 287): True state: S, believes himself to be 100% healthy, and has a net utility of 162.50, (percentage infected = 0.08%, work risk = 0.007%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 288): True state: S, believes himself to be 88% healthy, and has a net utility of 163.70, (percentage infected = 0.08%, work risk = 0.007%, home risk = 0.001%)
one_player(79): simulate [INFO] (Day 289): True state: S, believes himself to be 91% healthy, and has a net utility of 164.64, (percentage infected = 0.07%, work risk = 0.006%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 290): True state: S, believes himself to be 90% healthy, and has a net utility of 165.63, (percentage infected = 0.07%, work risk = 0.006%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 291): True state: S, believes himself to be 99% healthy, and has a net utility of 166.61, (percentage infected = 0.07%, work risk = 0.006%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 292): True state: S, believes himself to be 100% healthy, and has a net utility of 167.81, (percentage infected = 0.06%, work risk = 0.006%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 293): True state: S, believes himself to be 100% healthy, and has a net utility of 169.01, (percentage infected = 0.06%, work risk = 0.005%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 294): True state: S, believes himself to be 100% healthy, and has a net utility of 170.21, (percentage infected = 0.06%, work risk = 0.005%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 295): True state: S, believes himself to be 89% healthy, and has a net utility of 171.41, (percentage infected = 0.06%, work risk = 0.005%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 296): True state: S, believes himself to be 92% healthy, and has a net utility of 172.36, (percentage infected = 0.05%, work risk = 0.005%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 297): True state: S, believes himself to be 94% healthy, and has a net utility of 173.39, (percentage infected = 0.05%, work risk = 0.005%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 298): True state: S, believes himself to be 100% healthy, and has a net utility of 174.46, (percentage infected = 0.05%, work risk = 0.004%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 299): True state: S, believes himself to be 100% healthy, and has a net utility of 175.66, (percentage infected = 0.05%, work risk = 0.004%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 300): True state: S, believes himself to be 95% healthy, and has a net utility of 176.86, (percentage infected = 0.05%, work risk = 0.004%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 301): True state: S, believes himself to be 100% healthy, and has a net utility of 177.95, (percentage infected = 0.04%, work risk = 0.004%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 302): True state: S, believes himself to be 88% healthy, and has a net utility of 179.15, (percentage infected = 0.04%, work risk = 0.004%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 303): True state: S, believes himself to be 100% healthy, and has a net utility of 180.09, (percentage infected = 0.04%, work risk = 0.004%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 304): True state: S, believes himself to be 98% healthy, and has a net utility of 181.29, (percentage infected = 0.04%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 305): True state: S, believes himself to be 95% healthy, and has a net utility of 182.44, (percentage infected = 0.04%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 306): True state: S, believes himself to be 100% healthy, and has a net utility of 183.53, (percentage infected = 0.04%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 307): True state: S, believes himself to be 100% healthy, and has a net utility of 184.73, (percentage infected = 0.03%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 308): True state: S, believes himself to be 100% healthy, and has a net utility of 185.93, (percentage infected = 0.03%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 309): True state: S, believes himself to be 100% healthy, and has a net utility of 187.13, (percentage infected = 0.03%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 310): True state: S, believes himself to be 100% healthy, and has a net utility of 188.33, (percentage infected = 0.03%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 311): True state: S, believes himself to be 100% healthy, and has a net utility of 189.53, (percentage infected = 0.03%, work risk = 0.003%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 312): True state: S, believes himself to be 90% healthy, and has a net utility of 190.73, (percentage infected = 0.03%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 313): True state: S, believes himself to be 88% healthy, and has a net utility of 191.71, (percentage infected = 0.03%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 314): True state: S, believes himself to be 100% healthy, and has a net utility of 192.64, (percentage infected = 0.03%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 315): True state: S, believes himself to be 96% healthy, and has a net utility of 193.84, (percentage infected = 0.03%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 316): True state: S, believes himself to be 91% healthy, and has a net utility of 194.96, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 317): True state: S, believes himself to be 87% healthy, and has a net utility of 195.96, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 318): True state: S, believes himself to be 87% healthy, and has a net utility of 196.88, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 319): True state: S, believes himself to be 100% healthy, and has a net utility of 197.80, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 320): True state: S, believes himself to be 88% healthy, and has a net utility of 199.00, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 321): True state: S, believes himself to be 97% healthy, and has a net utility of 199.95, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 322): True state: S, believes himself to be 87% healthy, and has a net utility of 201.09, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 323): True state: S, believes himself to be 100% healthy, and has a net utility of 202.01, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 324): True state: S, believes himself to be 100% healthy, and has a net utility of 203.21, (percentage infected = 0.02%, work risk = 0.002%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 325): True state: S, believes himself to be 100% healthy, and has a net utility of 204.41, (percentage infected = 0.02%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 326): True state: S, believes himself to be 94% healthy, and has a net utility of 205.61, (percentage infected = 0.02%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 327): True state: S, believes himself to be 100% healthy, and has a net utility of 206.69, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 328): True state: S, believes himself to be 99% healthy, and has a net utility of 207.89, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 329): True state: S, believes himself to be 100% healthy, and has a net utility of 209.07, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
